CODI_CAPA;CAPA_GENERICA;NOM_CAPA;ED50_COORD_X;ED50_COORD_Y;ETRS89_COORD_X;ETRS89_COORD_Y;LONGITUD;LATITUD;EQUIPAMENT;DISTRICTE;BARRI;NOM_DISTRICTE;NOM_BARRI;ADRECA;TELEFON
P001;Internet i comunicacions         ;WiFi BCN                                        ;429643.47;4582221.5;429551.53;4582020.5;2.157401;41.386627;Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb Aragó;2;8;Eixample;l'Antiga Esquerra de l'Eixample;Av Roma, 151;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428703.9;4582002.0;428612.0;4581801.0;2.146191;41.38457;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Rosselló;2;9;Eixample;la Nova Esquerra de l'Eixample;C Rocafort, 227;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433983.38;4583887.0;433891.4;4583686.0;2.209122;41.401997;Punt de connexió Barcelona WiFi a la cruïlla del carrer Espronceda amb Passeig Taulat;10;68;Sant Martí;el Poblenou;Pg Taulat, 191;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430002.34;4583639.5;429910.44;4583438.5;2.161529;41.39943;Centre Esportiu Municipal Perill;6;31;Gràcia;la Vila de Gràcia;C Perill, 16*22;932081750
P001;Internet i comunicacions         ;WiFi BCN                                        ;429644.38;4583247.0;429552.44;4583046.0;2.157293;41.395863;Punt de connexió Barcelona WiFi a la cruïlla de la Rambla de Catalunya amb l'Avinguda Diagonal;2;7;Eixample;la Dreta de l'Eixample;Av Diagonal, 393;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431283.03;4583782.0;431191.1;4583581.0;2.176832;41.400826;Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Diagonal amb Sardenya;2;5;Eixample;el Fort Pienc;Av Diagonal, 277;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429424.47;4587162.0;429332.56;4586961.0;2.154205;41.431107;Punt de connexió Barcelona WiFi a la cruïlla Av. de l'Estatut de Catalunya amb Jorge Manrique;7;42;Horta-Guinardó;la Clota;Av Estatut de Catalunya, 15;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429845.16;4582366.5;429753.25;4582165.5;2.159797;41.38795;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Aribau amb carrer Aragó;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Aribau, 49;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433451.5;4588923.5;433359.56;4588722.5;2.202204;41.447315;Sala Jove de Baró de Viver;9;58;Sant Andreu;Baró de Viver;Pg Guayaquil, 53*55;933456208
P001;Internet i comunicacions         ;WiFi BCN                                        ;430029.8;4581025.5;429937.88;4580824.5;2.16216;41.37589;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb carrer Parlament;2;10;Eixample;Sant Antoni;C Viladomat, 21;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428610.78;4586232.5;428518.88;4586031.5;2.144578;41.422665;Centre Cívic  Teixonera;7;38;Horta-Guinardó;la Teixonera;C Arenys, 75;932563388
P001;Internet i comunicacions         ;WiFi BCN                                        ;430587.6;4582770.5;430495.66;4582569.5;2.168629;41.391655;Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb Diputació;2;7;Eixample;la Dreta de l'Eixample;C Pau Claris, 110;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429749.62;4581720.5;429657.72;4581519.5;2.158729;41.382126;Punt de connexió Barcelona WiFi a la cruïlla del c. Comte d'Urgell amb la G. V. Corts Catalanes;2;10;Eixample;Sant Antoni;C Comte d'Urgell, 57;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428141.72;4582413.5;428049.8;4582213.0;2.139419;41.38823;Jardins d'Interior d'Illa de Gaietà Renom;4;19;Les Corts;les Corts;C Montnegre, 39;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431453.12;4584528.5;431361.2;4584327.5;2.178782;41.407562;Punt de connexió Barcelona WiFi a la cruïlla del carrer Provença amb carrer Cartagena;2;6;Eixample;la Sagrada Família;C Provença, 528;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430766.8;4583111.5;430674.88;4582910.5;2.170734;41.394745;Punt de connexió Barcelona WiFi a la cruïlla del carrer del Consell de Cent amb carrer Girona;2;7;Eixample;la Dreta de l'Eixample;C Consell de Cent, 372;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430112.34;4583597.0;430020.4;4583396.5;2.16285;41.39906;Punt de connexió Barcelona WiFi a la cruïlla del carrer Còrsega amb carrer Bruc;2;7;Eixample;la Dreta de l'Eixample;C Còrsega, 376;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427028.2;4584016.0;426936.3;4583815.0;2.125909;41.402557;Punt de connexió Barcelona WiFi a la cruïlla del Pg. de la Bonanova amb carrer de Pomaret;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;Pg Bonanova, 70;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429139.3;4583087.5;429047.38;4582886.5;2.151271;41.394386;Punt de connexió Barcelona WiFi a la cruïlla del carrer Aribau amb l'Avinguda Diagonal;2;8;Eixample;l'Antiga Esquerra de l'Eixample;Av Diagonal, 433;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427917.28;4580980.5;427825.38;4580779.5;2.136906;41.375298;Centre Cívic Cotxeres de Sants;3;18;Sants-Montjuïc;Sants;C Sants, 79*83;932918701
P001;Internet i comunicacions         ;WiFi BCN                                        ;431815.0;4582050.0;431723.06;4581849.0;2.18339;41.385273;Punt de connexió Barcelona WiFi a la cruïlla del carrer Comerç amb el Passeig del Born;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Pg Born, 36;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431633.22;4589102.0;431541.28;4588901.0;2.180418;41.448772;Fàbrica de Creació Ateneu Popular 9 Barris;8;53;Nou Barris;la Trinitat Nova;C Portlligat, 11*15;933509475
P001;Internet i comunicacions         ;WiFi BCN                                        ;434879.84;4585275.0;434787.88;4585074.5;2.219696;41.414574;Punt de connexió Barcelona WiFi a la cruïlla del c. Sant Ramon de Penyafort amb el c. Rull;10;70;Sant Martí;el Besòs i el Maresme;C Llull, 419;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429971.56;4587343.5;429879.62;4587142.5;2.160732;41.43279;Centre Cívic Matas i Ramis-Aules de Cultura per la Gent Gran;7;43;Horta-Guinardó;Horta;Feliu i Codina, 20;934072356
P001;Internet i comunicacions         ;WiFi BCN                                        ;430669.38;4583598.5;430577.44;4583397.5;2.169512;41.39912;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb Avinguda Diagonal;2;7;Eixample;la Dreta de l'Eixample;Av Diagonal, 374;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431074.62;4582282.0;430982.7;4582081.5;2.17451;41.3873;Punt de connexió Barcelona WiFi a la cruïlla del carrer Jonqueres amb Ramon Mas;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Via Laietana, 54;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431745.47;4583888.5;431653.53;4583687.5;2.182352;41.401825;Punt de connexió Barcelona WiFi a la cruïlla del carrer Diputació amb Padilla;2;5;Eixample;el Fort Pienc;C Diputació, 472;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428801.94;4583853.5;428710.03;4583652.5;2.147145;41.401253;Punt de connexió Barcelona WiFi a la Plaça Molina;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Pl Molina, 5;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430315.84;4580903.5;430223.94;4580702.5;2.165594;41.37482;Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Paral·lel amb Comte Borrell;3;11;Sants-Montjuïc;el Poble Sec;Av Paral.lel, 87;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432672.16;4586885.5;432580.22;4586684.5;2.193103;41.428898;Camp Municipal Futbol Narcís Sala-Bar;9;60;Sant Andreu;Sant Andreu;C Santa Coloma, 39;933112954
P001;Internet i comunicacions         ;WiFi BCN                                        ;428891.22;4584405.0;428799.3;4584204.0;2.148148;41.406227;Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del General Mitre amb carrer Septimània;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró;Rda General Mitre, 257;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429043.34;4583808.0;428951.4;4583607.0;2.150038;41.400864;Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb Madrazo;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Via Augusta, 91;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430880.38;4585526.0;430788.47;4585325.0;2.171816;41.4165;Centre Cívic Guinardó-Sala d'Ús Polivalent i d'Actes;7;35;Horta-Guinardó;el Guinardó;Rda Guinardó, 113*141;934503987
P001;Internet i comunicacions         ;WiFi BCN                                        ;428222.47;4581162.0;428130.56;4580961.0;2.140533;41.37696;El Punt - Punt d'Informació Juvenil de Sants-Montjuïc;3;18;Sants-Montjuïc;Sants;C Muntadas, 1*5;932914254
P001;Internet i comunicacions         ;WiFi BCN                                        ;429854.16;4580183.5;429762.25;4579982.5;2.160157;41.368294;Jardí de les Escultures *Annex Edifici Fundació Joan Miró;3;11;Sants-Montjuïc;el Poble Sec;Av Miramar, 1;934439470
P001;Internet i comunicacions         ;WiFi BCN                                        ;428103.47;4583486.0;428011.56;4583285.0;2.138834;41.397884;Punt de connexió Barcelona WiFi a la cruïlla del carrer Vallmajor amb Via Augusta;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Via Augusta, 205;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430440.5;4581835.5;430348.6;4581634.5;2.166978;41.383224;Museu d'Art Contemporani de Barcelona;1;1;Ciutat Vella;el Raval;Pl Àngels, 1;934813368
P001;Internet i comunicacions         ;WiFi BCN                                        ;428296.84;4583372.0;428204.94;4583171.0;2.14116;41.39687;Punt de connexió Barcelona WiFi a la cruïlla del carrer Calvet amb carrer de la Reina Victòria;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Calvet, 82;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430645.22;4581909.5;430553.28;4581708.5;2.169417;41.383904;Consell Municipal del Districte de Ciutat Vella;1;1;Ciutat Vella;el Raval;Pl Bonsuccés, 3;934027000
P001;Internet i comunicacions         ;WiFi BCN                                        ;433490.94;4583640.0;433398.97;4583439.0;2.203258;41.399734;Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb el carrer Ramón Turró;10;68;Sant Martí;el Poblenou;Rbla Poblenou, 42;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429754.8;4580911.0;429662.9;4580710.5;2.158885;41.37484;Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Paral·lel amb Teodor Bonaplata;3;11;Sants-Montjuïc;el Poble Sec;Av Paral.lel, 135;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428954.1;4581364.0;428862.2;4581163.0;2.149258;41.378845;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Vilamarí amb carrer Aragó;2;9;Eixample;la Nova Esquerra de l'Eixample;C Vilamarí, 61;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430561.8;4583135.0;430469.88;4582934.0;2.168279;41.394936;Punt de connexió Barcelona WiFi a la cruïlla del carrer Aragó amb Bruc;2;7;Eixample;la Dreta de l'Eixample;C Aragó, 309;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433101.38;4584040.5;433009.4;4583839.5;2.198554;41.40331;Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb Pere IV;10;68;Sant Martí;el Poblenou;Rbla Poblenou, 120;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;434613.66;4584559.5;434521.7;4584358.5;2.216588;41.408108;Punt de connexió Barcelona WiFi a la cruïlla de Josep Pla amb Passeig Taulat;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;Pg Taulat, 283;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429277.97;4584080.5;429186.06;4583879.5;2.152813;41.403343;Espai Jove La Fontana-Sala d'Estudi La Fontana;6;31;Gràcia;la Vila de Gràcia;C Gran de Gràcia, 190*192;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433118.06;4585522.0;433026.12;4585321.0;2.19859;41.416656;Centre Cívic Sant Martí-Espai Polivalent;10;72;Sant Martí;Sant Martí de Provençals;Selva de Mar, 0215;932565760
P001;Internet i comunicacions         ;WiFi BCN                                        ;433178.88;4583730.0;433086.94;4583529.0;2.199516;41.40052;Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb el carrer Pujades;10;68;Sant Martí;el Poblenou;C Llacuna, 59;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430398.22;4585072.5;430306.3;4584871.5;2.166099;41.412373;Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb el carrer Lepant;7;33;Horta-Guinardó;el Baix Guinardó;Rda Guinardó, 47;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;434060.62;4583979.5;433968.66;4583778.5;2.210035;41.402836;Punt de connexió Barcelona WiFi a la cruïlla de Bac de Roda amb el Passeig Taulat;10;68;Sant Martí;el Poblenou;Pg Taulat, 205;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429512.9;4583222.0;429421.0;4583021.0;2.155723;41.39563;Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Diagonal amb Via Augusta;2;7;Eixample;la Dreta de l'Eixample;Av Diagonal, 407;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427817.75;4584319.5;427725.84;4584118.5;2.135317;41.405365;Centre Cívic Vil·la Florida;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;C Muntaner, 544;932546265
P001;Internet i comunicacions         ;WiFi BCN                                        ;431561.97;4583710.0;431470.03;4583509.0;2.180177;41.4002;Punt de connexió Barcelona WiFi a la cruïlla del carrer Marina amb Diputació;2;5;Eixample;el Fort Pienc;C Diputació, 449;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;434472.6;4584138.0;434380.62;4583937.0;2.214947;41.404297;Punt de connexió Barcelona WiFi a la cruïlla del carrer Selva de Mar amb el Passeig Garcia Faria;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C Selva de Mar, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431460.56;4581653.0;431368.62;4581452.0;2.179197;41.381668;Centre Cívic Pati Llimona;1;2;Ciutat Vella;el Barri Gòtic;C Regomir, 3;932566100
P001;Internet i comunicacions         ;WiFi BCN                                        ;427032.25;4583307.0;426940.34;4583106.0;2.126043;41.396175;Punt de connexió Barcelona WiFi a la cruïlla del carrer Vergós amb Plaça Artós;5;24;Sarrià-Sant Gervasi;les Tres Torres;C Vergós, 67;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431143.22;4583906.0;431051.28;4583705.0;2.175145;41.40193;Punt de connexió Barcelona WiFi a la cruïlla del carrer Sardenya amb carrer València;2;6;Eixample;la Sagrada Família;C Sardenya, 267;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431856.5;4583752.0;431764.56;4583551.0;2.183695;41.400604;Punt de connexió Barcelona WiFi a la cruïlla de Padilla amb la Gran Via de les Corts Catalanes;2;5;Eixample;el Fort Pienc;G.V. Corts Catalanes, 814;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433347.75;4585101.0;433255.78;4584900.5;2.201384;41.412884;Complex Esportiu Municipal Olímpia;10;71;Sant Martí;Provençals del Poblenou;C Perú, 215;932662395
P001;Internet i comunicacions         ;WiFi BCN                                        ;428531.75;4583518.5;428439.8;4583317.5;2.143953;41.398216;Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Rector Ubach;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Muntaner, 351;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430434.25;4583323.0;430342.34;4583122.0;2.166732;41.39662;Punt de connexió Barcelona WiFi a la cruïlla del carrer Bruc amb carrer Mallorca;2;7;Eixample;la Dreta de l'Eixample;C Bruc, 128;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431728.06;4581597.5;431636.12;4581396.5;2.182402;41.381187;Punt de connexió Barcelona WiFi a la cruïlla del carrer Pas Sota Muralla amb el Passeig d'Isabel II;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Pas Sota Muralla, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430944.97;4581617.0;430853.03;4581416.0;2.173035;41.381298;Punt de connexió Barcelona WiFi a la cruïlla de La Rambla amb el carrer Hospital;1;1;Ciutat Vella;el Raval;C la Rambla, 75;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430517.2;4584803.5;430425.25;4584603.0;2.167553;41.40996;Casal de Gent Gran del Baix Guinardó;7;33;Horta-Guinardó;el Baix Guinardó;C Marina, 380;934502747
P001;Internet i comunicacions         ;WiFi BCN                                        ;433962.03;4584113.5;433870.06;4583912.5;2.208841;41.404037;Punt de connexió Barcelona WiFi a la cruïlla de Bac de Roda amb Ramón Turró;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C Bac de Roda, 32;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428797.84;4581906.0;428705.9;4581705.0;2.147325;41.383713;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Provença;2;9;Eixample;la Nova Esquerra de l'Eixample;C Rocafort, 203;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433341.1;4584120.0;433249.12;4583919.0;2.201413;41.404045;Centre Cívic Can Felipa - Poblenou;10;68;Sant Martí;el Poblenou;C Pallars, 277;932563840
P001;Internet i comunicacions         ;WiFi BCN                                        ;432517.53;4587475.5;432425.56;4587274.5;2.191186;41.434196;Centre Cultural Can Fabra;9;60;Sant Andreu;Sant Andreu;C Segre, 24*32;932566145
P001;Internet i comunicacions         ;WiFi BCN                                        ;429615.94;4580435.0;429524.03;4580234.0;2.15728;41.370537;Mercat de les Flors Centre de les Arts de Moviment;3;11;Sants-Montjuïc;el Poble Sec;Lleida, 59;934261875
P001;Internet i comunicacions         ;WiFi BCN                                        ;434867.78;4584908.5;434775.8;4584707.5;2.219591;41.41127;Punt de connexió Barcelona WiFi a la cruïlla de la Rambla Prim amb el Passeig Taulat;10;70;Sant Martí;el Besòs i el Maresme;Pl Llevant, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430563.47;4583529.0;430471.56;4583328.0;2.168254;41.398487;Punt de connexió Barcelona WiFi a la cruïlla del carrer Bailén amb l'Avinguda Diagonal;2;7;Eixample;la Dreta de l'Eixample;Av Diagonal, 335;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430718.4;4582097.0;430626.47;4581896.0;2.170271;41.3856;Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb Pelai;1;2;Ciutat Vella;el Barri Gòtic;Pl Catalunya, 23;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430679.5;4583776.5;430587.56;4583575.5;2.169613;41.400723;Punt de connexió Barcelona WiFi a la cruïlla del carrer Provença amb Passeig de Sant Joan;2;7;Eixample;la Dreta de l'Eixample;C Provença, 386;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428353.5;4581573.0;428261.6;4581372.0;2.142051;41.380676;Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Josep Tarradellas amb Numància;3;18;Sants-Montjuïc;Sants;C Viriat, 53;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429352.2;4587441.0;429260.25;4587240.0;2.153308;41.433613;Punt de connexió Barcelona WiFi a la cruïlla Av. de l'Estatut de Catalunya amb Pl. Botticelli;7;43;Horta-Guinardó;Horta;Av Estatut de Catalunya, 54;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428181.5;4581754.0;428089.6;4581553.0;2.139973;41.38229;Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb carrer Robrenyó;3;18;Sants-Montjuïc;Sants;C Numància, 31;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428241.7;4581220.5;428149.78;4581019.5;2.140756;41.37749;Parc de l'Espanya Industrial;3;18;Sants-Montjuïc;Sants;C Muntadas, 1*37;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;430165.03;4581081.0;430073.12;4580880.0;2.163771;41.376404;Centre Esportiu Municipal Aiguajoc Borrell;2;10;Eixample;Sant Antoni;C Comte Borrell, 21*33;934430335
P001;Internet i comunicacions         ;WiFi BCN                                        ;429250.97;4579945.0;429159.06;4579744.0;2.152973;41.366093;Jardins d'Aclimatació de Montjuïc;3;11;Sants-Montjuïc;el Poble Sec;Av Estadi, 42*48;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;431625.94;4585434.5;431534.0;4585234.0;2.180747;41.41574;Punt de connexió Barcelona WiFi a la cruïlla del Passeig Maragall amb c. de Sant Antoni Maria Claret;10;64;Sant Martí;el Camp de l'Arpa del Clot;Pg Maragall, 54;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427444.12;4581950.0;427352.22;4581749.0;2.131132;41.38399;Punt de connexió Barcelona WiFi a la cruïlla del carrer de Joan Güell amb Trav. de les Corts;4;19;Les Corts;les Corts;C Joan Güell, 174;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433368.78;4584150.5;433276.84;4583949.5;2.201741;41.40432;Punt de connexió Barcelona WiFi a la cruïlla del carrer Bilbao amb Pallars;10;68;Sant Martí;el Poblenou;C Bilbao, 89;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430182.34;4582763.0;430090.44;4582562.0;2.163783;41.391552;Fundació Antoni Tàpies;2;7;Eixample;la Dreta de l'Eixample;C Aragó, 255;934870315
P001;Internet i comunicacions         ;WiFi BCN                                        ;428705.38;4583811.0;428613.47;4583610.5;2.145995;41.400864;Punt de connexió Barcelona WiFi a la cruïlla del carrer Brusi amb Via Augusta;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Brusi, 56;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431553.72;4590097.0;431461.78;4589896.0;2.179354;41.457726;Casal de Barri Torre Baró;8;54;Nou Barris;Torre Baró;Av Escolapi Càncer, 35*37;933530358
P001;Internet i comunicacions         ;WiFi BCN                                        ;429934.06;4582275.0;429842.12;4582074.0;2.16087;41.387135;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Aribau amb carrer del Consell de Cent;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Aribau, 31;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;425090.7;4585460.5;424998.8;4585259.5;2.102553;41.41539;Centre Cívic Vallvidrera Vázquez Montalbán;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes;C Reis Catòlics, 16*34;934069053
P001;Internet i comunicacions         ;WiFi BCN                                        ;429266.6;4581618.0;429174.7;4581417.0;2.152965;41.38116;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb carrer del Consell de Cent;2;9;Eixample;la Nova Esquerra de l'Eixample;C Calàbria, 137;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431189.22;4588848.0;431097.28;4588647.0;2.175132;41.446445;Centre Ton i Guida;8;50;Nou Barris;les Roquetes;C Romaní, 6;933548721
P001;Internet i comunicacions         ;WiFi BCN                                        ;430761.22;4581176.0;430669.3;4580975.0;2.170888;41.37731;Centre Esportiu Municipal Can Ricart;1;1;Ciutat Vella;el Raval;C Sant Oleguer, 8*10;934417526
P001;Internet i comunicacions         ;WiFi BCN                                        ;427121.28;4582442.0;427029.4;4582241.0;2.127212;41.388393;Punt de connexió Barcelona WiFi a la plaça Reina Maria Cristina;4;21;Les Corts;Pedralbes;Pl Reina Maria Cristina, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430844.5;4584211.0;430752.56;4584010.0;2.171537;41.40465;Centre Esportiu Municipal Claror;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova;C Sardenya, 333;934761390
P001;Internet i comunicacions         ;WiFi BCN                                        ;431270.28;4583392.5;431178.34;4583191.5;2.176723;41.39732;Punt de connexió Barcelona WiFi a la cruïlla del carrer Nàpols amb carrer Diputació;2;7;Eixample;la Dreta de l'Eixample;C Nàpols, 161;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430034.97;4582554.5;429943.03;4582353.5;2.162045;41.389664;Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Aragó;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Balmes, 59;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430795.2;4585243.0;430703.25;4585042.0;2.170829;41.413944;Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb el carrer Cartagena;7;35;Horta-Guinardó;el Guinardó;C Cartagena, 374;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430050.66;4581405.5;429958.75;4581204.5;2.162365;41.379314;Punt de connexió Barcelona WiFi a la cruïlla del carrer Comte d'Urgell amb Tamarit;2;10;Eixample;Sant Antoni;C Comte d'Urgell, 12;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432717.06;4584437.0;432625.12;4584236.0;2.193913;41.406845;Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb Perú;10;71;Sant Martí;Provençals del Poblenou;C Perú, 46;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431303.75;4581016.5;431211.78;4580815.5;2.177394;41.37592;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Josep Carner amb la Rbla de Santa Mònica;1;1;Ciutat Vella;el Raval;Pl Portal de la Pau, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427976.47;4579767.0;427884.56;4579566.0;2.137757;41.364372;Parc de Can Sabaté;3;13;Sants-Montjuïc;la Marina de Port;C Mineria, 16;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;427440.88;4580543.5;427348.97;4580342.5;2.131261;41.371323;Oficina de l'Habitatge de Sants-Montjuïc;3;17;Sants-Montjuïc;Sants - Badal;C Antoni de Capmany, 23;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;428888.03;4581623.0;428796.1;4581422.0;2.148437;41.381172;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Entença amb carrer València;2;9;Eixample;la Nova Esquerra de l'Eixample;C Entença, 123;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431251.78;4584896.5;431159.84;4584695.5;2.176331;41.41086;Punt de connexió Barcelona WiFi a la cruïlla del carrer Indústria amb carrer del Dos de Maig;2;6;Eixample;la Sagrada Família;C Indústria, 196;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427876.94;4580929.5;427785.03;4580728.5;2.136429;41.374836;Casal Municipal de Gent Gran Cotxeres de Sants;3;18;Sants-Montjuïc;Sants;Pas Fructuós Gelabert, 6;932563960
P001;Internet i comunicacions         ;WiFi BCN                                        ;430872.1;4583148.5;430780.16;4582947.5;2.171989;41.395084;Jardins de Sofia Barat;2;7;Eixample;la Dreta de l'Eixample;C Girona, 64;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428448.94;4581259.0;428357.03;4581058.5;2.143229;41.377857;Centre Cívic Casinet d'Hostafrancs;3;15;Sants-Montjuïc;Hostafrancs;C Rector Triadó, 53;934230440
